date,food_id,food_name,category,quantity_sold,day_of_week,day_of_month,month,week_of_year,is_weekend,rolling_7_day,rolling_14_day
2025-08-17,5,Bread,Bakery,63,6,17,8,33,1,42.0,43.785714285714285
2025-08-18,5,Bread,Bakery,43,0,18,8,34,0,42.142857142857146,43.285714285714285
2025-08-19,5,Bread,Bakery,35,1,19,8,34,0,40.857142857142854,42.57142857142857
2025-08-20,5,Bread,Bakery,37,2,20,8,34,0,41.57142857142857,42.857142857142854
2025-08-21,5,Bread,Bakery,45,3,21,8,34,0,42.42857142857143,43.5
2025-08-22,5,Bread,Bakery,39,4,22,8,34,0,42.857142857142854,42.92857142857143
2025-08-23,5,Bread,Bakery,52,5,23,8,34,1,44.857142857142854,43.5
2025-08-24,5,Bread,Bakery,48,6,24,8,34,1,42.714285714285715,42.357142857142854
2025-08-25,5,Bread,Bakery,44,0,25,8,35,0,42.857142857142854,42.5
2025-08-26,5,Bread,Bakery,39,1,26,8,35,0,43.42857142857143,42.142857142857146
2025-08-27,5,Bread,Bakery,39,2,27,8,35,0,43.714285714285715,42.642857142857146
2025-08-28,5,Bread,Bakery,47,3,28,8,35,0,44.0,43.214285714285715
2025-08-29,5,Bread,Bakery,34,4,29,8,35,0,43.285714285714285,43.07142857142857
2025-08-30,5,Bread,Bakery,55,5,30,8,35,1,43.714285714285715,44.285714285714285
2025-08-31,5,Bread,Bakery,48,6,31,8,35,1,43.714285714285715,43.214285714285715
2025-09-01,5,Bread,Bakery,36,0,1,9,36,0,42.57142857142857,42.714285714285715
2025-09-02,5,Bread,Bakery,46,1,2,9,36,0,43.57142857142857,43.5
2025-09-03,5,Bread,Bakery,42,2,3,9,36,0,44.0,43.857142857142854
2025-09-04,5,Bread,Bakery,33,3,4,9,36,0,42.0,43.0
2025-09-05,5,Bread,Bakery,39,4,5,9,36,0,42.714285714285715,43.0
2025-09-06,5,Bread,Bakery,50,5,6,9,36,1,42.0,42.857142857142854
2025-09-07,5,Bread,Bakery,64,6,7,9,36,1,44.285714285714285,44.0
2025-09-08,5,Bread,Bakery,49,0,8,9,37,0,46.142857142857146,44.357142857142854
2025-09-09,5,Bread,Bakery,38,1,9,9,37,0,45.0,44.285714285714285
2025-09-10,5,Bread,Bakery,32,2,10,9,37,0,43.57142857142857,43.785714285714285
2025-09-11,5,Bread,Bakery,44,3,11,9,37,0,45.142857142857146,43.57142857142857
2025-09-12,5,Bread,Bakery,44,4,12,9,37,0,45.857142857142854,44.285714285714285
2025-09-13,5,Bread,Bakery,50,5,13,9,37,1,45.857142857142854,43.92857142857143
2025-09-14,5,Bread,Bakery,65,6,14,9,37,1,46.0,45.142857142857146
2025-09-15,5,Bread,Bakery,41,0,15,9,38,0,44.857142857142854,45.5
2025-09-16,5,Bread,Bakery,43,1,16,9,38,0,45.57142857142857,45.285714285714285
2025-09-17,5,Bread,Bakery,43,2,17,9,38,0,47.142857142857146,45.357142857142854
2025-09-18,5,Bread,Bakery,47,3,18,9,38,0,47.57142857142857,46.357142857142854
2025-09-19,5,Bread,Bakery,38,4,19,9,38,0,46.714285714285715,46.285714285714285
2025-09-20,5,Bread,Bakery,53,5,20,9,38,1,47.142857142857146,46.5
2025-09-21,5,Bread,Bakery,59,6,21,9,38,1,46.285714285714285,46.142857142857146
2025-09-22,5,Bread,Bakery,42,0,22,9,39,0,46.42857142857143,45.642857142857146
2025-09-23,5,Bread,Bakery,44,1,23,9,39,0,46.57142857142857,46.07142857142857
2025-09-24,5,Bread,Bakery,35,2,24,9,39,0,45.42857142857143,46.285714285714285
2025-09-25,5,Bread,Bakery,46,3,25,9,39,0,45.285714285714285,46.42857142857143
2025-09-26,5,Bread,Bakery,39,4,26,9,39,0,45.42857142857143,46.07142857142857
2025-09-27,5,Bread,Bakery,39,5,27,9,39,1,43.42857142857143,45.285714285714285
2025-09-28,5,Bread,Bakery,59,6,28,9,39,1,43.42857142857143,44.857142857142854
2025-09-29,5,Bread,Bakery,45,0,29,9,40,0,43.857142857142854,45.142857142857146
2025-09-30,5,Bread,Bakery,45,1,30,9,40,0,44.0,45.285714285714285
2025-10-01,5,Bread,Bakery,38,2,1,10,40,0,44.42857142857143,44.92857142857143
2025-10-02,5,Bread,Bakery,41,3,2,10,40,0,43.714285714285715,44.5
2025-10-03,5,Bread,Bakery,32,4,3,10,40,0,42.714285714285715,44.07142857142857
2025-10-04,5,Bread,Bakery,43,5,4,10,40,1,43.285714285714285,43.357142857142854
2025-10-05,5,Bread,Bakery,58,6,5,10,40,1,43.142857142857146,43.285714285714285
2025-10-06,5,Bread,Bakery,45,0,6,10,41,0,43.142857142857146,43.5
2025-10-07,5,Bread,Bakery,45,1,7,10,41,0,43.142857142857146,43.57142857142857
2025-10-08,5,Bread,Bakery,43,2,8,10,41,0,43.857142857142854,44.142857142857146
2025-10-09,5,Bread,Bakery,33,3,9,10,41,0,42.714285714285715,43.214285714285715
2025-10-10,5,Bread,Bakery,45,4,10,10,41,0,44.57142857142857,43.642857142857146
2025-10-11,5,Bread,Bakery,52,5,11,10,41,1,45.857142857142854,44.57142857142857
2025-10-12,5,Bread,Bakery,50,6,12,10,41,1,44.714285714285715,43.92857142857143
2025-10-13,5,Bread,Bakery,41,0,13,10,42,0,44.142857142857146,43.642857142857146
2025-10-14,5,Bread,Bakery,43,1,14,10,42,0,43.857142857142854,43.5
2025-10-15,5,Bread,Bakery,43,2,15,10,42,0,43.857142857142854,43.857142857142854
2025-10-16,5,Bread,Bakery,41,3,16,10,42,0,45.0,43.857142857142854
2025-10-17,5,Bread,Bakery,36,4,17,10,42,0,43.714285714285715,44.142857142857146
2025-10-18,5,Bread,Bakery,47,5,18,10,42,1,43.0,44.42857142857143
2025-10-19,5,Bread,Bakery,48,6,19,10,42,1,42.714285714285715,43.714285714285715
2025-10-20,5,Bread,Bakery,50,0,20,10,43,0,44.0,44.07142857142857
2025-10-21,5,Bread,Bakery,47,1,21,10,43,0,44.57142857142857,44.214285714285715
2025-10-22,5,Bread,Bakery,41,2,22,10,43,0,44.285714285714285,44.07142857142857
2025-10-23,5,Bread,Bakery,40,3,23,10,43,0,44.142857142857146,44.57142857142857
2025-10-24,5,Bread,Bakery,43,4,24,10,43,0,45.142857142857146,44.42857142857143
2025-10-25,5,Bread,Bakery,38,5,25,10,43,1,43.857142857142854,43.42857142857143
2025-10-26,5,Bread,Bakery,59,6,26,10,43,1,45.42857142857143,44.07142857142857
2025-10-27,5,Bread,Bakery,46,0,27,10,44,0,44.857142857142854,44.42857142857143
2025-10-28,5,Bread,Bakery,36,1,28,10,44,0,43.285714285714285,43.92857142857143
2025-10-29,5,Bread,Bakery,32,2,29,10,44,0,42.0,43.142857142857146
2025-10-30,5,Bread,Bakery,47,3,30,10,44,0,43.0,43.57142857142857
2025-10-31,5,Bread,Bakery,46,4,31,10,44,0,43.42857142857143,44.285714285714285
2025-11-01,5,Bread,Bakery,51,5,1,11,44,1,45.285714285714285,44.57142857142857
2025-11-02,5,Bread,Bakery,54,6,2,11,44,1,44.57142857142857,45.0
2025-11-03,5,Bread,Bakery,44,0,3,11,45,0,44.285714285714285,44.57142857142857
2025-11-04,5,Bread,Bakery,40,1,4,11,45,0,44.857142857142854,44.07142857142857
2025-11-05,5,Bread,Bakery,34,2,5,11,45,0,45.142857142857146,43.57142857142857
2025-11-06,5,Bread,Bakery,45,3,6,11,45,0,44.857142857142854,43.92857142857143
2025-11-07,5,Bread,Bakery,40,4,7,11,45,0,44.0,43.714285714285715
2025-11-08,5,Bread,Bakery,46,5,8,11,45,1,43.285714285714285,44.285714285714285
2025-11-09,5,Bread,Bakery,54,6,9,11,45,1,43.285714285714285,43.92857142857143
2025-11-10,5,Bread,Bakery,38,0,10,11,46,0,42.42857142857143,43.357142857142854
2025-11-11,5,Bread,Bakery,44,1,11,11,46,0,43.0,43.92857142857143
2025-11-12,5,Bread,Bakery,41,2,12,11,46,0,44.0,44.57142857142857
2025-11-13,5,Bread,Bakery,42,3,13,11,46,0,43.57142857142857,44.214285714285715
2025-11-14,5,Bread,Bakery,45,4,14,11,46,0,44.285714285714285,44.142857142857146
2025-11-15,5,Bread,Bakery,39,5,15,11,46,1,43.285714285714285,43.285714285714285
2025-11-16,5,Bread,Bakery,63,6,16,11,46,1,44.57142857142857,43.92857142857143
2025-11-17,5,Bread,Bakery,37,0,17,11,47,0,44.42857142857143,43.42857142857143
2025-11-18,5,Bread,Bakery,35,1,18,11,47,0,43.142857142857146,43.07142857142857
2025-11-19,5,Bread,Bakery,46,2,19,11,47,0,43.857142857142854,43.92857142857143
2025-11-20,5,Bread,Bakery,36,3,20,11,47,0,43.0,43.285714285714285
2025-11-21,5,Bread,Bakery,47,4,21,11,47,0,43.285714285714285,43.785714285714285
2025-11-22,5,Bread,Bakery,39,5,22,11,47,1,43.285714285714285,43.285714285714285
2025-11-23,5,Bread,Bakery,58,6,23,11,47,1,42.57142857142857,43.57142857142857
2025-11-24,5,Bread,Bakery,46,0,24,11,48,0,43.857142857142854,44.142857142857146
2025-11-25,5,Bread,Bakery,34,1,25,11,48,0,43.714285714285715,43.42857142857143
2025-11-26,5,Bread,Bakery,45,2,26,11,48,0,43.57142857142857,43.714285714285715
2025-11-27,5,Bread,Bakery,47,3,27,11,48,0,45.142857142857146,44.07142857142857
2025-11-28,5,Bread,Bakery,32,4,28,11,48,0,43.0,43.142857142857146
2025-11-29,5,Bread,Bakery,40,5,29,11,48,1,43.142857142857146,43.214285714285715
2025-11-30,5,Bread,Bakery,62,6,30,11,48,1,43.714285714285715,43.142857142857146
2025-12-01,5,Bread,Bakery,36,0,1,12,49,0,42.285714285714285,43.07142857142857
2025-12-02,5,Bread,Bakery,43,1,2,12,49,0,43.57142857142857,43.642857142857146
2025-12-03,5,Bread,Bakery,37,2,3,12,49,0,42.42857142857143,43.0
2025-12-04,5,Bread,Bakery,37,3,4,12,49,0,41.0,43.07142857142857
2025-12-05,5,Bread,Bakery,41,4,5,12,49,0,42.285714285714285,42.642857142857146
2025-12-06,5,Bread,Bakery,42,5,6,12,49,1,42.57142857142857,42.857142857142854
2025-12-07,5,Bread,Bakery,47,6,7,12,49,1,40.42857142857143,42.07142857142857
2025-12-08,5,Bread,Bakery,39,0,8,12,50,0,40.857142857142854,41.57142857142857
2025-12-09,5,Bread,Bakery,44,1,9,12,50,0,41.0,42.285714285714285
2025-12-10,5,Bread,Bakery,40,2,10,12,50,0,41.42857142857143,41.92857142857143
2025-12-11,5,Bread,Bakery,46,3,11,12,50,0,42.714285714285715,41.857142857142854
2025-12-12,5,Bread,Bakery,37,4,12,12,50,0,42.142857142857146,42.214285714285715
2025-12-13,5,Bread,Bakery,50,5,13,12,50,1,43.285714285714285,42.92857142857143
2025-12-14,5,Bread,Bakery,53,6,14,12,50,1,44.142857142857146,42.285714285714285
2025-12-15,5,Bread,Bakery,49,0,15,12,51,0,45.57142857142857,43.214285714285715
2025-12-16,5,Bread,Bakery,37,1,16,12,51,0,44.57142857142857,42.785714285714285
2025-12-17,5,Bread,Bakery,41,2,17,12,51,0,44.714285714285715,43.07142857142857
2025-12-18,5,Bread,Bakery,37,3,18,12,51,0,43.42857142857143,43.07142857142857
2025-12-19,5,Bread,Bakery,42,4,19,12,51,0,44.142857142857146,43.142857142857146
2025-12-20,5,Bread,Bakery,44,5,20,12,51,1,43.285714285714285,43.285714285714285
2025-12-21,5,Bread,Bakery,60,6,21,12,51,1,44.285714285714285,44.214285714285715
2025-12-22,5,Bread,Bakery,36,0,22,12,52,0,42.42857142857143,44.0
2025-12-23,5,Bread,Bakery,39,1,23,12,52,0,42.714285714285715,43.642857142857146
2025-12-24,5,Bread,Bakery,42,2,24,12,52,0,42.857142857142854,43.785714285714285
2025-12-25,5,Bread,Bakery,36,3,25,12,52,0,42.714285714285715,43.07142857142857
2025-12-26,5,Bread,Bakery,45,4,26,12,52,0,43.142857142857146,43.642857142857146
2025-12-27,5,Bread,Bakery,49,5,27,12,52,1,43.857142857142854,43.57142857142857
2025-12-28,5,Bread,Bakery,57,6,28,12,52,1,43.42857142857143,43.857142857142854
2025-12-29,5,Bread,Bakery,42,0,29,12,1,0,44.285714285714285,43.357142857142854
2025-12-30,5,Bread,Bakery,46,1,30,12,1,0,45.285714285714285,44.0
2025-12-31,5,Bread,Bakery,41,2,31,12,1,0,45.142857142857146,44.0
2026-01-01,5,Bread,Bakery,39,3,1,1,1,0,45.57142857142857,44.142857142857146
2026-01-02,5,Bread,Bakery,33,4,2,1,1,0,43.857142857142854,43.5
2026-01-03,5,Bread,Bakery,39,5,3,1,1,1,42.42857142857143,43.142857142857146
2026-01-04,5,Bread,Bakery,56,6,4,1,1,1,42.285714285714285,42.857142857142854
2026-01-05,5,Bread,Bakery,37,0,5,1,2,0,41.57142857142857,42.92857142857143
2026-01-06,5,Bread,Bakery,35,1,6,1,2,0,40.0,42.642857142857146
2026-01-07,5,Bread,Bakery,37,2,7,1,2,0,39.42857142857143,42.285714285714285
2026-01-08,5,Bread,Bakery,43,3,8,1,2,0,40.0,42.785714285714285
2026-01-09,5,Bread,Bakery,47,4,9,1,2,0,42.0,42.92857142857143
2026-01-10,5,Bread,Bakery,54,5,10,1,2,1,44.142857142857146,43.285714285714285
2026-01-11,5,Bread,Bakery,52,6,11,1,2,1,43.57142857142857,42.92857142857143
2026-01-12,5,Bread,Bakery,36,0,12,1,3,0,43.42857142857143,42.5
2026-01-13,5,Bread,Bakery,44,1,13,1,3,0,44.714285714285715,42.357142857142854
2026-01-14,5,Bread,Bakery,39,2,14,1,3,0,45.0,42.214285714285715
2026-01-15,5,Bread,Bakery,40,3,15,1,3,0,44.57142857142857,42.285714285714285
2026-01-16,5,Bread,Bakery,39,4,16,1,3,0,43.42857142857143,42.714285714285715
2026-01-17,5,Bread,Bakery,43,5,17,1,3,1,41.857142857142854,43.0
2026-01-18,5,Bread,Bakery,61,6,18,1,3,1,43.142857142857146,43.357142857142854
2026-01-19,5,Bread,Bakery,41,0,19,1,4,0,43.857142857142854,43.642857142857146
2026-01-20,5,Bread,Bakery,46,1,20,1,4,0,44.142857142857146,44.42857142857143
2026-01-21,5,Bread,Bakery,34,2,21,1,4,0,43.42857142857143,44.214285714285715
2026-01-22,5,Bread,Bakery,43,3,22,1,4,0,43.857142857142854,44.214285714285715
2026-01-23,5,Bread,Bakery,39,4,23,1,4,0,43.857142857142854,43.642857142857146
2026-01-24,5,Bread,Bakery,46,5,24,1,4,1,44.285714285714285,43.07142857142857
2026-01-25,5,Bread,Bakery,55,6,25,1,4,1,43.42857142857143,43.285714285714285
2026-01-26,5,Bread,Bakery,39,0,26,1,5,0,43.142857142857146,43.5
2026-01-27,5,Bread,Bakery,37,1,27,1,5,0,41.857142857142854,43.0
2026-01-28,5,Bread,Bakery,42,2,28,1,5,0,43.0,43.214285714285715
2026-01-29,5,Bread,Bakery,32,3,29,1,5,0,41.42857142857143,42.642857142857146
2026-01-30,5,Bread,Bakery,37,4,30,1,5,0,41.142857142857146,42.5
2026-01-31,5,Bread,Bakery,55,5,31,1,5,1,42.42857142857143,43.357142857142854
2026-02-01,5,Bread,Bakery,60,6,1,2,5,1,43.142857142857146,43.285714285714285
2026-02-02,5,Bread,Bakery,40,0,2,2,6,0,43.285714285714285,43.214285714285715
2026-02-03,5,Bread,Bakery,47,1,3,2,6,0,44.714285714285715,43.285714285714285
2026-02-04,5,Bread,Bakery,42,2,4,2,6,0,44.714285714285715,43.857142857142854
2026-02-05,5,Bread,Bakery,37,3,5,2,6,0,45.42857142857143,43.42857142857143
2026-02-06,5,Bread,Bakery,41,4,6,2,6,0,46.0,43.57142857142857
2026-02-07,5,Bread,Bakery,45,5,7,2,6,1,44.57142857142857,43.5
2026-02-08,5,Bread,Bakery,55,6,8,2,6,1,43.857142857142854,43.5
2026-02-09,5,Bread,Bakery,50,0,9,2,7,0,45.285714285714285,44.285714285714285
2026-02-10,5,Bread,Bakery,46,1,10,2,7,0,45.142857142857146,44.92857142857143
2026-02-11,5,Bread,Bakery,32,2,11,2,7,0,43.714285714285715,44.214285714285715
2026-02-12,5,Bread,Bakery,47,3,12,2,7,0,45.142857142857146,45.285714285714285
2026-02-13,5,Bread,Bakery,39,4,13,2,7,0,44.857142857142854,45.42857142857143
2026-02-14,5,Bread,Bakery,46,5,14,2,7,1,45.0,44.785714285714285
2026-02-15,5,Bread,Bakery,51,6,15,2,7,1,44.42857142857143,44.142857142857146
2026-02-16,5,Bread,Bakery,40,0,16,2,8,0,43.0,44.142857142857146
2026-02-17,5,Bread,Bakery,41,1,17,2,8,0,42.285714285714285,43.714285714285715
2026-02-18,5,Bread,Bakery,42,2,18,2,8,0,43.714285714285715,43.714285714285715
2026-02-19,5,Bread,Bakery,39,3,19,2,8,0,42.57142857142857,43.857142857142854
2026-02-20,5,Bread,Bakery,35,4,20,2,8,0,42.0,43.42857142857143
2026-02-21,5,Bread,Bakery,45,5,21,2,8,1,41.857142857142854,43.42857142857143
2026-02-22,5,Bread,Bakery,52,6,22,2,8,1,42.0,43.214285714285715
2026-02-23,5,Bread,Bakery,48,0,23,2,9,0,43.142857142857146,43.07142857142857
2026-02-24,5,Bread,Bakery,47,1,24,2,9,0,44.0,43.142857142857146
2026-02-25,5,Bread,Bakery,40,2,25,2,9,0,43.714285714285715,43.714285714285715
2026-02-26,5,Bread,Bakery,41,3,26,2,9,0,44.0,43.285714285714285
2026-02-27,5,Bread,Bakery,42,4,27,2,9,0,45.0,43.5
2026-02-28,5,Bread,Bakery,42,5,28,2,9,1,44.57142857142857,43.214285714285715
2026-03-01,5,Bread,Bakery,57,6,1,3,9,1,45.285714285714285,43.642857142857146
2026-03-02,5,Bread,Bakery,41,0,2,3,10,0,44.285714285714285,43.714285714285715
2026-03-03,5,Bread,Bakery,47,1,3,3,10,0,44.285714285714285,44.142857142857146
2026-03-04,5,Bread,Bakery,44,2,4,3,10,0,44.857142857142854,44.285714285714285
2026-03-05,5,Bread,Bakery,45,3,5,3,10,0,45.42857142857143,44.714285714285715
2026-03-06,5,Bread,Bakery,34,4,6,3,10,0,44.285714285714285,44.642857142857146
2026-03-07,5,Bread,Bakery,41,5,7,3,10,1,44.142857142857146,44.357142857142854
2026-03-08,5,Bread,Bakery,51,6,8,3,10,1,43.285714285714285,44.285714285714285
2026-03-09,5,Bread,Bakery,39,0,9,3,11,0,43.0,43.642857142857146
2026-03-10,5,Bread,Bakery,37,1,10,3,11,0,41.57142857142857,42.92857142857143
2026-03-11,5,Bread,Bakery,47,2,11,3,11,0,42.0,43.42857142857143
2026-03-12,5,Bread,Bakery,39,3,12,3,11,0,41.142857142857146,43.285714285714285
2026-03-13,5,Bread,Bakery,41,4,13,3,11,0,42.142857142857146,43.214285714285715
2026-03-14,5,Bread,Bakery,52,5,14,3,11,1,43.714285714285715,43.92857142857143
2026-03-15,5,Bread,Bakery,63,6,15,3,11,1,45.42857142857143,44.357142857142854
2026-03-16,5,Bread,Bakery,45,0,16,3,12,0,46.285714285714285,44.642857142857146
2026-03-17,5,Bread,Bakery,46,1,17,3,12,0,47.57142857142857,44.57142857142857
2026-03-18,5,Bread,Bakery,32,2,18,3,12,0,45.42857142857143,43.714285714285715
2026-03-19,5,Bread,Bakery,47,3,19,3,12,0,46.57142857142857,43.857142857142854
2026-03-20,5,Bread,Bakery,34,4,20,3,12,0,45.57142857142857,43.857142857142854
2026-03-21,5,Bread,Bakery,54,5,21,3,12,1,45.857142857142854,44.785714285714285
2026-03-22,5,Bread,Bakery,49,6,22,3,12,1,43.857142857142854,44.642857142857146
2026-03-23,5,Bread,Bakery,47,0,23,3,13,0,44.142857142857146,45.214285714285715
2026-03-24,5,Bread,Bakery,36,1,24,3,13,0,42.714285714285715,45.142857142857146
2026-03-25,5,Bread,Bakery,43,2,25,3,13,0,44.285714285714285,44.857142857142854
2026-03-26,5,Bread,Bakery,35,3,26,3,13,0,42.57142857142857,44.57142857142857
2026-03-27,5,Bread,Bakery,32,4,27,3,13,0,42.285714285714285,43.92857142857143
2026-03-28,5,Bread,Bakery,42,5,28,3,13,1,40.57142857142857,43.214285714285715
2026-03-29,5,Bread,Bakery,45,6,29,3,13,1,40.0,41.92857142857143
2026-03-30,5,Bread,Bakery,35,0,30,3,14,0,38.285714285714285,41.214285714285715
2026-03-31,5,Bread,Bakery,38,1,31,3,14,0,38.57142857142857,40.642857142857146
2026-04-01,5,Bread,Bakery,45,2,1,4,14,0,38.857142857142854,41.57142857142857
2026-04-02,5,Bread,Bakery,34,3,2,4,14,0,38.714285714285715,40.642857142857146
2026-04-03,5,Bread,Bakery,42,4,3,4,14,0,40.142857142857146,41.214285714285715
2026-04-04,5,Bread,Bakery,52,5,4,4,14,1,41.57142857142857,41.07142857142857
2026-04-05,5,Bread,Bakery,46,6,5,4,14,1,41.714285714285715,40.857142857142854
2026-04-06,5,Bread,Bakery,39,0,6,4,15,0,42.285714285714285,40.285714285714285
2026-04-07,5,Bread,Bakery,41,1,7,4,15,0,42.714285714285715,40.642857142857146
2026-04-08,5,Bread,Bakery,32,2,8,4,15,0,40.857142857142854,39.857142857142854
2026-04-09,5,Bread,Bakery,47,3,9,4,15,0,42.714285714285715,40.714285714285715
2026-04-10,5,Bread,Bakery,39,4,10,4,15,0,42.285714285714285,41.214285714285715
2026-04-11,5,Bread,Bakery,49,5,11,4,15,1,41.857142857142854,41.714285714285715
2026-04-12,5,Bread,Bakery,60,6,12,4,15,1,43.857142857142854,42.785714285714285
2026-04-13,5,Bread,Bakery,47,0,13,4,16,0,45.0,43.642857142857146
2026-04-14,5,Bread,Bakery,47,1,14,4,16,0,45.857142857142854,44.285714285714285
2026-04-15,5,Bread,Bakery,40,2,15,4,16,0,47.0,43.92857142857143
2026-04-16,5,Bread,Bakery,33,3,16,4,16,0,45.0,43.857142857142854
2026-04-17,5,Bread,Bakery,35,4,17,4,16,0,44.42857142857143,43.357142857142854
2026-04-18,5,Bread,Bakery,45,5,18,4,16,1,43.857142857142854,42.857142857142854
2026-04-19,5,Bread,Bakery,58,6,19,4,16,1,43.57142857142857,43.714285714285715
2026-04-20,5,Bread,Bakery,44,0,20,4,17,0,43.142857142857146,44.07142857142857
2026-04-21,5,Bread,Bakery,38,1,21,4,17,0,41.857142857142854,43.857142857142854
2026-04-22,5,Bread,Bakery,42,2,22,4,17,0,42.142857142857146,44.57142857142857
2026-04-23,5,Bread,Bakery,36,3,23,4,17,0,42.57142857142857,43.785714285714285
2026-04-24,5,Bread,Bakery,33,4,24,4,17,0,42.285714285714285,43.357142857142854
2026-04-25,5,Bread,Bakery,46,5,25,4,17,1,42.42857142857143,43.142857142857146
2026-04-26,5,Bread,Bakery,60,6,26,4,17,1,42.714285714285715,43.142857142857146
2026-04-27,5,Bread,Bakery,42,0,27,4,18,0,42.42857142857143,42.785714285714285
2026-04-28,5,Bread,Bakery,45,1,28,4,18,0,43.42857142857143,42.642857142857146
2026-04-29,5,Bread,Bakery,32,2,29,4,18,0,42.0,42.07142857142857
2026-04-30,5,Bread,Bakery,33,3,30,4,18,0,41.57142857142857,42.07142857142857
2026-05-01,5,Bread,Bakery,34,4,1,5,18,0,41.714285714285715,42.0
2026-05-02,5,Bread,Bakery,44,5,2,5,18,1,41.42857142857143,41.92857142857143
2026-05-03,5,Bread,Bakery,54,6,3,5,18,1,40.57142857142857,41.642857142857146
2026-05-04,5,Bread,Bakery,49,0,4,5,19,0,41.57142857142857,42.0
2026-05-05,5,Bread,Bakery,33,1,5,5,19,0,39.857142857142854,41.642857142857146
2026-05-06,5,Bread,Bakery,40,2,6,5,19,0,41.0,41.5
2026-05-07,5,Bread,Bakery,36,3,7,5,19,0,41.42857142857143,41.5
2026-05-08,5,Bread,Bakery,38,4,8,5,19,0,42.0,41.857142857142854
2026-05-09,5,Bread,Bakery,39,5,9,5,19,1,41.285714285714285,41.357142857142854
2026-05-10,5,Bread,Bakery,65,6,10,5,19,1,42.857142857142854,41.714285714285715
2026-05-11,5,Bread,Bakery,52,0,11,5,20,0,43.285714285714285,42.42857142857143
2026-05-12,5,Bread,Bakery,36,1,12,5,20,0,43.714285714285715,41.785714285714285
2026-05-13,5,Bread,Bakery,33,2,13,5,20,0,42.714285714285715,41.857142857142854
2026-05-14,5,Bread,Bakery,43,3,14,5,20,0,43.714285714285715,42.57142857142857
2026-05-15,5,Bread,Bakery,42,4,15,5,20,0,44.285714285714285,43.142857142857146
2026-05-16,5,Bread,Bakery,46,5,16,5,20,1,45.285714285714285,43.285714285714285
2026-05-17,5,Bread,Bakery,56,6,17,5,20,1,44.0,43.42857142857143
2026-05-18,5,Bread,Bakery,52,0,18,5,21,0,44.0,43.642857142857146
2026-05-19,5,Bread,Bakery,40,1,19,5,21,0,44.57142857142857,44.142857142857146
2026-05-20,5,Bread,Bakery,40,2,20,5,21,0,45.57142857142857,44.142857142857146
2026-05-21,5,Bread,Bakery,34,3,21,5,21,0,44.285714285714285,44.0
2026-05-22,5,Bread,Bakery,37,4,22,5,21,0,43.57142857142857,43.92857142857143
2026-05-23,5,Bread,Bakery,57,5,23,5,21,1,45.142857142857146,45.214285714285715
2026-05-24,5,Bread,Bakery,48,6,24,5,21,1,44.0,44.0
2026-05-25,5,Bread,Bakery,47,0,25,5,22,0,43.285714285714285,43.642857142857146
2026-05-26,5,Bread,Bakery,37,1,26,5,22,0,42.857142857142854,43.714285714285715
2026-05-27,5,Bread,Bakery,41,2,27,5,22,0,43.0,44.285714285714285
2026-05-28,5,Bread,Bakery,33,3,28,5,22,0,42.857142857142854,43.57142857142857
2026-05-29,5,Bread,Bakery,34,4,29,5,22,0,42.42857142857143,43.0
2026-05-30,5,Bread,Bakery,47,5,30,5,22,1,41.0,43.07142857142857
2026-05-31,5,Bread,Bakery,62,6,31,5,22,1,43.0,43.5
2026-06-01,5,Bread,Bakery,36,0,1,6,23,0,41.42857142857143,42.357142857142854
2026-06-02,5,Bread,Bakery,43,1,2,6,23,0,42.285714285714285,42.57142857142857
2026-06-03,5,Bread,Bakery,45,2,3,6,23,0,42.857142857142854,42.92857142857143
2026-06-04,5,Bread,Bakery,36,3,4,6,23,0,43.285714285714285,43.07142857142857
2026-06-05,5,Bread,Bakery,35,4,5,6,23,0,43.42857142857143,42.92857142857143
2026-06-06,5,Bread,Bakery,42,5,6,6,23,1,42.714285714285715,41.857142857142854
2026-06-07,5,Bread,Bakery,50,6,7,6,23,1,41.0,42.0
2026-06-08,5,Bread,Bakery,51,0,8,6,24,0,43.142857142857146,42.285714285714285
2026-06-09,5,Bread,Bakery,44,1,9,6,24,0,43.285714285714285,42.785714285714285
2026-06-10,5,Bread,Bakery,46,2,10,6,24,0,43.42857142857143,43.142857142857146
2026-06-11,5,Bread,Bakery,32,3,11,6,24,0,42.857142857142854,43.07142857142857
2026-06-12,5,Bread,Bakery,40,4,12,6,24,0,43.57142857142857,43.5
2026-06-13,5,Bread,Bakery,49,5,13,6,24,1,44.57142857142857,43.642857142857146
2026-06-14,5,Bread,Bakery,46,6,14,6,24,1,44.0,42.5
2026-06-15,5,Bread,Bakery,46,0,15,6,25,0,43.285714285714285,43.214285714285715
2026-06-16,5,Bread,Bakery,34,1,16,6,25,0,41.857142857142854,42.57142857142857
2026-06-17,5,Bread,Bakery,39,2,17,6,25,0,40.857142857142854,42.142857142857146
2026-06-18,5,Bread,Bakery,38,3,18,6,25,0,41.714285714285715,42.285714285714285
2026-06-19,5,Bread,Bakery,34,4,19,6,25,0,40.857142857142854,42.214285714285715
2026-06-20,5,Bread,Bakery,50,5,20,6,25,1,41.0,42.785714285714285
2026-06-21,5,Bread,Bakery,46,6,21,6,25,1,41.0,42.5
2026-06-22,5,Bread,Bakery,40,0,22,6,26,0,40.142857142857146,41.714285714285715
