date,food_id,food_name,category,quantity_sold
2026-01-10,4,Dal,Cooked Food,40
2026-01-10,5,Bread,Bakery,54
2026-01-10,6,Milk,Dairy,64
2026-01-10,7,Curd,Dairy,43
2026-01-10,8,Pulao,Prepared Food,49
2026-01-11,1,Rice,Grains,66
2026-01-11,2,Chapati,Bakery,76
2026-01-11,3,Vegetable Curry,Cooked Food,51
2026-01-11,4,Dal,Cooked Food,40
2026-01-11,5,Bread,Bakery,52
2026-01-11,6,Milk,Dairy,65
2026-01-11,7,Curd,Dairy,38
2026-01-11,8,Pulao,Prepared Food,46
2026-01-12,1,Rice,Grains,58
2026-01-12,2,Chapati,Bakery,60
2026-01-12,3,Vegetable Curry,Cooked Food,34
2026-01-12,4,Dal,Cooked Food,28
2026-01-12,5,Bread,Bakery,36
2026-01-12,6,Milk,Dairy,62
2026-01-12,7,Curd,Dairy,29
2026-01-12,8,Pulao,Prepared Food,46
2026-01-13,1,Rice,Grains,51
2026-01-13,2,Chapati,Bakery,63
2026-01-13,3,Vegetable Curry,Cooked Food,28
2026-01-13,4,Dal,Cooked Food,28
2026-01-13,5,Bread,Bakery,44
2026-01-13,6,Milk,Dairy,42
2026-01-13,7,Curd,Dairy,30
2026-01-13,8,Pulao,Prepared Food,32
2026-01-14,1,Rice,Grains,50
2026-01-14,2,Chapati,Bakery,60
2026-01-14,3,Vegetable Curry,Cooked Food,39
2026-01-14,4,Dal,Cooked Food,25
2026-01-14,5,Bread,Bakery,39
2026-01-14,6,Milk,Dairy,48
2026-01-14,7,Curd,Dairy,34
2026-01-14,8,Pulao,Prepared Food,34
2026-01-15,1,Rice,Grains,43
2026-01-15,2,Chapati,Bakery,50
2026-01-15,3,Vegetable Curry,Cooked Food,38
2026-01-15,4,Dal,Cooked Food,29
2026-01-15,5,Bread,Bakery,40
2026-01-15,6,Milk,Dairy,46
2026-01-15,7,Curd,Dairy,35
2026-01-15,8,Pulao,Prepared Food,37
2026-01-16,1,Rice,Grains,51
2026-01-16,2,Chapati,Bakery,52
2026-01-16,3,Vegetable Curry,Cooked Food,41
2026-01-16,4,Dal,Cooked Food,35
2026-01-16,5,Bread,Bakery,39
2026-01-16,6,Milk,Dairy,45
2026-01-16,7,Curd,Dairy,30
2026-01-16,8,Pulao,Prepared Food,38
2026-01-17,1,Rice,Grains,64
2026-01-17,2,Chapati,Bakery,74
2026-01-17,3,Vegetable Curry,Cooked Food,47
2026-01-17,4,Dal,Cooked Food,30
2026-01-17,5,Bread,Bakery,43
2026-01-17,6,Milk,Dairy,63
2026-01-17,7,Curd,Dairy,44
2026-01-17,8,Pulao,Prepared Food,46
2026-01-18,1,Rice,Grains,52
2026-01-18,2,Chapati,Bakery,86
2026-01-18,3,Vegetable Curry,Cooked Food,55
2026-01-18,4,Dal,Cooked Food,37
2026-01-18,5,Bread,Bakery,61
2026-01-18,6,Milk,Dairy,62
2026-01-18,7,Curd,Dairy,51
2026-01-18,8,Pulao,Prepared Food,45
2026-01-19,1,Rice,Grains,48
2026-01-19,2,Chapati,Bakery,71
2026-01-19,3,Vegetable Curry,Cooked Food,34
2026-01-19,4,Dal,Cooked Food,32
2026-01-19,5,Bread,Bakery,41
2026-01-19,6,Milk,Dairy,44
2026-01-19,7,Curd,Dairy,28
2026-01-19,8,Pulao,Prepared Food,41
2026-01-20,1,Rice,Grains,40
2026-01-20,2,Chapati,Bakery,65
2026-01-20,3,Vegetable Curry,Cooked Food,33
2026-01-20,4,Dal,Cooked Food,24
2026-01-20,5,Bread,Bakery,46
2026-01-20,6,Milk,Dairy,56
2026-01-20,7,Curd,Dairy,33
2026-01-20,8,Pulao,Prepared Food,42
2026-01-21,1,Rice,Grains,38
2026-01-21,2,Chapati,Bakery,50
2026-01-21,3,Vegetable Curry,Cooked Food,39
2026-01-21,4,Dal,Cooked Food,32
2026-01-21,5,Bread,Bakery,34
2026-01-21,6,Milk,Dairy,54
2026-01-21,7,Curd,Dairy,31
2026-01-21,8,Pulao,Prepared Food,30
2026-01-22,1,Rice,Grains,37
2026-01-22,2,Chapati,Bakery,49
2026-01-22,3,Vegetable Curry,Cooked Food,39
2026-01-22,4,Dal,Cooked Food,30
2026-01-22,5,Bread,Bakery,43
2026-01-22,6,Milk,Dairy,50
2026-01-22,7,Curd,Dairy,27
2026-01-22,8,Pulao,Prepared Food,34
2026-01-23,1,Rice,Grains,41
2026-01-23,2,Chapati,Bakery,45
2026-01-23,3,Vegetable Curry,Cooked Food,33
2026-01-23,4,Dal,Cooked Food,33
2026-01-23,5,Bread,Bakery,39
2026-01-23,6,Milk,Dairy,42
2026-01-23,7,Curd,Dairy,37
2026-01-23,8,Pulao,Prepared Food,39
2026-01-24,1,Rice,Grains,43
2026-01-24,2,Chapati,Bakery,66
2026-01-24,3,Vegetable Curry,Cooked Food,37
2026-01-24,4,Dal,Cooked Food,30
2026-01-24,5,Bread,Bakery,46
2026-01-24,6,Milk,Dairy,62
2026-01-24,7,Curd,Dairy,34
2026-01-24,8,Pulao,Prepared Food,44
2026-01-25,1,Rice,Grains,66
2026-01-25,2,Chapati,Bakery,63
2026-01-25,3,Vegetable Curry,Cooked Food,57
2026-01-25,4,Dal,Cooked Food,34
2026-01-25,5,Bread,Bakery,55
2026-01-25,6,Milk,Dairy,69
2026-01-25,7,Curd,Dairy,52
2026-01-25,8,Pulao,Prepared Food,53
2026-01-26,1,Rice,Grains,47
2026-01-26,2,Chapati,Bakery,59
2026-01-26,3,Vegetable Curry,Cooked Food,40
2026-01-26,4,Dal,Cooked Food,39
2026-01-26,5,Bread,Bakery,39
2026-01-26,6,Milk,Dairy,44
2026-01-26,7,Curd,Dairy,39
2026-01-26,8,Pulao,Prepared Food,39
2026-01-27,1,Rice,Grains,49
2026-01-27,2,Chapati,Bakery,57
2026-01-27,3,Vegetable Curry,Cooked Food,38
2026-01-27,4,Dal,Cooked Food,32
2026-01-27,5,Bread,Bakery,37
2026-01-27,6,Milk,Dairy,40
2026-01-27,7,Curd,Dairy,32
2026-01-27,8,Pulao,Prepared Food,42
2026-01-28,1,Rice,Grains,39
2026-01-28,2,Chapati,Bakery,61
2026-01-28,3,Vegetable Curry,Cooked Food,34
2026-01-28,4,Dal,Cooked Food,32
2026-01-28,5,Bread,Bakery,42
2026-01-28,6,Milk,Dairy,56
2026-01-28,7,Curd,Dairy,26
2026-01-28,8,Pulao,Prepared Food,42
2026-01-29,1,Rice,Grains,44
2026-01-29,2,Chapati,Bakery,50
2026-01-29,3,Vegetable Curry,Cooked Food,28
2026-01-29,4,Dal,Cooked Food,26
2026-01-29,5,Bread,Bakery,32
2026-01-29,6,Milk,Dairy,58
2026-01-29,7,Curd,Dairy,32
2026-01-29,8,Pulao,Prepared Food,45
2026-01-30,1,Rice,Grains,45
2026-01-30,2,Chapati,Bakery,49
2026-01-30,3,Vegetable Curry,Cooked Food,38
2026-01-30,4,Dal,Cooked Food,26
2026-01-30,5,Bread,Bakery,37
2026-01-30,6,Milk,Dairy,55
2026-01-30,7,Curd,Dairy,36
2026-01-30,8,Pulao,Prepared Food,35
2026-01-31,1,Rice,Grains,45
2026-01-31,2,Chapati,Bakery,62
2026-01-31,3,Vegetable Curry,Cooked Food,48
2026-01-31,4,Dal,Cooked Food,39
2026-01-31,5,Bread,Bakery,55
2026-01-31,6,Milk,Dairy,57
2026-01-31,7,Curd,Dairy,45
2026-01-31,8,Pulao,Prepared Food,45
2026-02-01,1,Rice,Grains,62
2026-02-01,2,Chapati,Bakery,88
2026-02-01,3,Vegetable Curry,Cooked Food,48
2026-02-01,4,Dal,Cooked Food,46
2026-02-01,5,Bread,Bakery,60
2026-02-01,6,Milk,Dairy,57
2026-02-01,7,Curd,Dairy,45
2026-02-01,8,Pulao,Prepared Food,59
2026-02-02,1,Rice,Grains,50
2026-02-02,2,Chapati,Bakery,56
2026-02-02,3,Vegetable Curry,Cooked Food,32
2026-02-02,4,Dal,Cooked Food,35
2026-02-02,5,Bread,Bakery,40
2026-02-02,6,Milk,Dairy,57
2026-02-02,7,Curd,Dairy,34
2026-02-02,8,Pulao,Prepared Food,44
2026-02-03,1,Rice,Grains,42
2026-02-03,2,Chapati,Bakery,44
2026-02-03,3,Vegetable Curry,Cooked Food,40
2026-02-03,4,Dal,Cooked Food,28
2026-02-03,5,Bread,Bakery,47
2026-02-03,6,Milk,Dairy,45
2026-02-03,7,Curd,Dairy,38
2026-02-03,8,Pulao,Prepared Food,44
2026-02-04,1,Rice,Grains,37
2026-02-04,2,Chapati,Bakery,58
2026-02-04,3,Vegetable Curry,Cooked Food,33
2026-02-04,4,Dal,Cooked Food,33
2026-02-04,5,Bread,Bakery,42
2026-02-04,6,Milk,Dairy,59
2026-02-04,7,Curd,Dairy,27
2026-02-04,8,Pulao,Prepared Food,39
2026-02-05,1,Rice,Grains,50
2026-02-05,2,Chapati,Bakery,44
2026-02-05,3,Vegetable Curry,Cooked Food,28
2026-02-05,4,Dal,Cooked Food,33
2026-02-05,5,Bread,Bakery,37
2026-02-05,6,Milk,Dairy,47
2026-02-05,7,Curd,Dairy,32
2026-02-05,8,Pulao,Prepared Food,39
2026-02-06,1,Rice,Grains,48
2026-02-06,2,Chapati,Bakery,64
2026-02-06,3,Vegetable Curry,Cooked Food,33
2026-02-06,4,Dal,Cooked Food,33
2026-02-06,5,Bread,Bakery,41
2026-02-06,6,Milk,Dairy,50
2026-02-06,7,Curd,Dairy,30
2026-02-06,8,Pulao,Prepared Food,40
2026-02-07,1,Rice,Grains,48
2026-02-07,2,Chapati,Bakery,55
2026-02-07,3,Vegetable Curry,Cooked Food,45
2026-02-07,4,Dal,Cooked Food,35
2026-02-07,5,Bread,Bakery,45
2026-02-07,6,Milk,Dairy,61
2026-02-07,7,Curd,Dairy,34
2026-02-07,8,Pulao,Prepared Food,41
2026-02-08,1,Rice,Grains,60
2026-02-08,2,Chapati,Bakery,90
2026-02-08,3,Vegetable Curry,Cooked Food,44
2026-02-08,4,Dal,Cooked Food,48
2026-02-08,5,Bread,Bakery,55
2026-02-08,6,Milk,Dairy,58
2026-02-08,7,Curd,Dairy,50
2026-02-08,8,Pulao,Prepared Food,51
2026-02-09,1,Rice,Grains,57
2026-02-09,2,Chapati,Bakery,59
2026-02-09,3,Vegetable Curry,Cooked Food,32
2026-02-09,4,Dal,Cooked Food,35
2026-02-09,5,Bread,Bakery,50
2026-02-09,6,Milk,Dairy,51
2026-02-09,7,Curd,Dairy,33
2026-02-09,8,Pulao,Prepared Food,34
2026-02-10,1,Rice,Grains,45
2026-02-10,2,Chapati,Bakery,63
2026-02-10,3,Vegetable Curry,Cooked Food,39
2026-02-10,4,Dal,Cooked Food,32
2026-02-10,5,Bread,Bakery,46
2026-02-10,6,Milk,Dairy,52
2026-02-10,7,Curd,Dairy,35
2026-02-10,8,Pulao,Prepared Food,38
2026-02-11,1,Rice,Grains,38
2026-02-11,2,Chapati,Bakery,48
2026-02-11,3,Vegetable Curry,Cooked Food,29
2026-02-11,4,Dal,Cooked Food,33
2026-02-11,5,Bread,Bakery,32
2026-02-11,6,Milk,Dairy,51
2026-02-11,7,Curd,Dairy,30
2026-02-11,8,Pulao,Prepared Food,42
2026-02-12,1,Rice,Grains,45
2026-02-12,2,Chapati,Bakery,57
2026-02-12,3,Vegetable Curry,Cooked Food,29
2026-02-12,4,Dal,Cooked Food,27
2026-02-12,5,Bread,Bakery,47
2026-02-12,6,Milk,Dairy,54
2026-02-12,7,Curd,Dairy,32
2026-02-12,8,Pulao,Prepared Food,42
2026-02-13,1,Rice,Grains,50
2026-02-13,2,Chapati,Bakery,45
2026-02-13,3,Vegetable Curry,Cooked Food,41
2026-02-13,4,Dal,Cooked Food,31
2026-02-13,5,Bread,Bakery,39
2026-02-13,6,Milk,Dairy,53
2026-02-13,7,Curd,Dairy,30
2026-02-13,8,Pulao,Prepared Food,43
2026-02-14,1,Rice,Grains,60
2026-02-14,2,Chapati,Bakery,69
2026-02-14,3,Vegetable Curry,Cooked Food,36
2026-02-14,4,Dal,Cooked Food,42
2026-02-14,5,Bread,Bakery,46
2026-02-14,6,Milk,Dairy,69
2026-02-14,7,Curd,Dairy,31
2026-02-14,8,Pulao,Prepared Food,38
2026-02-15,1,Rice,Grains,53
2026-02-15,2,Chapati,Bakery,65
2026-02-15,3,Vegetable Curry,Cooked Food,44
2026-02-15,4,Dal,Cooked Food,44
2026-02-15,5,Bread,Bakery,51
2026-02-15,6,Milk,Dairy,81
2026-02-15,7,Curd,Dairy,51
2026-02-15,8,Pulao,Prepared Food,59
2026-02-16,1,Rice,Grains,44
2026-02-16,2,Chapati,Bakery,63
2026-02-16,3,Vegetable Curry,Cooked Food,39
2026-02-16,4,Dal,Cooked Food,28
2026-02-16,5,Bread,Bakery,40
2026-02-16,6,Milk,Dairy,55
2026-02-16,7,Curd,Dairy,35
2026-02-16,8,Pulao,Prepared Food,36
2026-02-17,1,Rice,Grains,52
2026-02-17,2,Chapati,Bakery,47
2026-02-17,3,Vegetable Curry,Cooked Food,37
2026-02-17,4,Dal,Cooked Food,32
2026-02-17,5,Bread,Bakery,41
2026-02-17,6,Milk,Dairy,56
2026-02-17,7,Curd,Dairy,32
2026-02-17,8,Pulao,Prepared Food,42
2026-02-18,1,Rice,Grains,36
2026-02-18,2,Chapati,Bakery,45
2026-02-18,3,Vegetable Curry,Cooked Food,36
2026-02-18,4,Dal,Cooked Food,30
2026-02-18,5,Bread,Bakery,42
2026-02-18,6,Milk,Dairy,55
2026-02-18,7,Curd,Dairy,30
2026-02-18,8,Pulao,Prepared Food,40
2026-02-19,1,Rice,Grains,44
2026-02-19,2,Chapati,Bakery,57
2026-02-19,3,Vegetable Curry,Cooked Food,32
2026-02-19,4,Dal,Cooked Food,35
2026-02-19,5,Bread,Bakery,39
2026-02-19,6,Milk,Dairy,56
2026-02-19,7,Curd,Dairy,34
2026-02-19,8,Pulao,Prepared Food,34
2026-02-20,1,Rice,Grains,37
2026-02-20,2,Chapati,Bakery,45
2026-02-20,3,Vegetable Curry,Cooked Food,34
2026-02-20,4,Dal,Cooked Food,29
2026-02-20,5,Bread,Bakery,35
2026-02-20,6,Milk,Dairy,52
2026-02-20,7,Curd,Dairy,29
2026-02-20,8,Pulao,Prepared Food,41
2026-02-21,1,Rice,Grains,59
2026-02-21,2,Chapati,Bakery,75
2026-02-21,3,Vegetable Curry,Cooked Food,49
2026-02-21,4,Dal,Cooked Food,30
2026-02-21,5,Bread,Bakery,45
2026-02-21,6,Milk,Dairy,61
2026-02-21,7,Curd,Dairy,35
2026-02-21,8,Pulao,Prepared Food,44
2026-02-22,1,Rice,Grains,56
2026-02-22,2,Chapati,Bakery,68
2026-02-22,3,Vegetable Curry,Cooked Food,40
2026-02-22,4,Dal,Cooked Food,37
2026-02-22,5,Bread,Bakery,52
2026-02-22,6,Milk,Dairy,72
2026-02-22,7,Curd,Dairy,39
2026-02-22,8,Pulao,Prepared Food,60
2026-02-23,1,Rice,Grains,42
2026-02-23,2,Chapati,Bakery,56
2026-02-23,3,Vegetable Curry,Cooked Food,39
2026-02-23,4,Dal,Cooked Food,30
2026-02-23,5,Bread,Bakery,48
2026-02-23,6,Milk,Dairy,54
2026-02-23,7,Curd,Dairy,35
2026-02-23,8,Pulao,Prepared Food,41
2026-02-24,1,Rice,Grains,41
2026-02-24,2,Chapati,Bakery,44
2026-02-24,3,Vegetable Curry,Cooked Food,41
2026-02-24,4,Dal,Cooked Food,30
2026-02-24,5,Bread,Bakery,47
2026-02-24,6,Milk,Dairy,44
2026-02-24,7,Curd,Dairy,30
2026-02-24,8,Pulao,Prepared Food,31
2026-02-25,1,Rice,Grains,44
2026-02-25,2,Chapati,Bakery,63
2026-02-25,3,Vegetable Curry,Cooked Food,37
2026-02-25,4,Dal,Cooked Food,29
2026-02-25,5,Bread,Bakery,40
2026-02-25,6,Milk,Dairy,56
2026-02-25,7,Curd,Dairy,31
2026-02-25,8,Pulao,Prepared Food,43
2026-02-26,1,Rice,Grains,49
2026-02-26,2,Chapati,Bakery,60
2026-02-26,3,Vegetable Curry,Cooked Food,33
2026-02-26,4,Dal,Cooked Food,28
2026-02-26,5,Bread,Bakery,41
2026-02-26,6,Milk,Dairy,43
2026-02-26,7,Curd,Dairy,32
2026-02-26,8,Pulao,Prepared Food,31
2026-02-27,1,Rice,Grains,45
2026-02-27,2,Chapati,Bakery,60
2026-02-27,3,Vegetable Curry,Cooked Food,31
2026-02-27,4,Dal,Cooked Food,35
2026-02-27,5,Bread,Bakery,42
2026-02-27,6,Milk,Dairy,42
2026-02-27,7,Curd,Dairy,38
2026-02-27,8,Pulao,Prepared Food,36
2026-02-28,1,Rice,Grains,60
2026-02-28,2,Chapati,Bakery,61
2026-02-28,3,Vegetable Curry,Cooked Food,49
2026-02-28,4,Dal,Cooked Food,39
2026-02-28,5,Bread,Bakery,42
2026-02-28,6,Milk,Dairy,60
2026-02-28,7,Curd,Dairy,38
2026-02-28,8,Pulao,Prepared Food,37
2026-03-01,1,Rice,Grains,53
2026-03-01,2,Chapati,Bakery,70
2026-03-01,3,Vegetable Curry,Cooked Food,47
2026-03-01,4,Dal,Cooked Food,40
2026-03-01,5,Bread,Bakery,57
2026-03-01,6,Milk,Dairy,69
2026-03-01,7,Curd,Dairy,41
2026-03-01,8,Pulao,Prepared Food,54
2026-03-02,1,Rice,Grains,42
2026-03-02,2,Chapati,Bakery,72
2026-03-02,3,Vegetable Curry,Cooked Food,42
2026-03-02,4,Dal,Cooked Food,30
2026-03-02,5,Bread,Bakery,41
2026-03-02,6,Milk,Dairy,62
2026-03-02,7,Curd,Dairy,35
2026-03-02,8,Pulao,Prepared Food,45
2026-03-03,1,Rice,Grains,41
2026-03-03,2,Chapati,Bakery,61
2026-03-03,3,Vegetable Curry,Cooked Food,33
2026-03-03,4,Dal,Cooked Food,32
2026-03-03,5,Bread,Bakery,47
2026-03-03,6,Milk,Dairy,51
2026-03-03,7,Curd,Dairy,35
2026-03-03,8,Pulao,Prepared Food,41
2026-03-04,1,Rice,Grains,48
2026-03-04,2,Chapati,Bakery,44
2026-03-04,3,Vegetable Curry,Cooked Food,34
2026-03-04,4,Dal,Cooked Food,35
2026-03-04,5,Bread,Bakery,44
2026-03-04,6,Milk,Dairy,55
2026-03-04,7,Curd,Dairy,32
2026-03-04,8,Pulao,Prepared Food,41
2026-03-05,1,Rice,Grains,46
2026-03-05,2,Chapati,Bakery,47
2026-03-05,3,Vegetable Curry,Cooked Food,36
2026-03-05,4,Dal,Cooked Food,31
2026-03-05,5,Bread,Bakery,45
2026-03-05,6,Milk,Dairy,42
2026-03-05,7,Curd,Dairy,34
2026-03-05,8,Pulao,Prepared Food,30
2026-03-06,1,Rice,Grains,53
2026-03-06,2,Chapati,Bakery,46
2026-03-06,3,Vegetable Curry,Cooked Food,28
2026-03-06,4,Dal,Cooked Food,27
2026-03-06,5,Bread,Bakery,34
2026-03-06,6,Milk,Dairy,53
2026-03-06,7,Curd,Dairy,30
2026-03-06,8,Pulao,Prepared Food,42
2026-03-07,1,Rice,Grains,63
2026-03-07,2,Chapati,Bakery,75
2026-03-07,3,Vegetable Curry,Cooked Food,45
2026-03-07,4,Dal,Cooked Food,29
2026-03-07,5,Bread,Bakery,41
2026-03-07,6,Milk,Dairy,52
2026-03-07,7,Curd,Dairy,35
2026-03-07,8,Pulao,Prepared Food,48
2026-03-08,1,Rice,Grains,62
2026-03-08,2,Chapati,Bakery,70
2026-03-08,3,Vegetable Curry,Cooked Food,41
2026-03-08,4,Dal,Cooked Food,48
2026-03-08,5,Bread,Bakery,51
2026-03-08,6,Milk,Dairy,64
2026-03-08,7,Curd,Dairy,48
2026-03-08,8,Pulao,Prepared Food,57
2026-03-09,1,Rice,Grains,52
2026-03-09,2,Chapati,Bakery,65
2026-03-09,3,Vegetable Curry,Cooked Food,40
2026-03-09,4,Dal,Cooked Food,28
2026-03-09,5,Bread,Bakery,39
2026-03-09,6,Milk,Dairy,56
2026-03-09,7,Curd,Dairy,31
2026-03-09,8,Pulao,Prepared Food,49
2026-03-10,1,Rice,Grains,41
2026-03-10,2,Chapati,Bakery,50
2026-03-10,3,Vegetable Curry,Cooked Food,30
2026-03-10,4,Dal,Cooked Food,32
2026-03-10,5,Bread,Bakery,37
2026-03-10,6,Milk,Dairy,46
2026-03-10,7,Curd,Dairy,37
2026-03-10,8,Pulao,Prepared Food,42
2026-03-11,1,Rice,Grains,40
2026-03-11,2,Chapati,Bakery,46
2026-03-11,3,Vegetable Curry,Cooked Food,37
2026-03-11,4,Dal,Cooked Food,28
2026-03-11,5,Bread,Bakery,47
2026-03-11,6,Milk,Dairy,56
2026-03-11,7,Curd,Dairy,37
2026-03-11,8,Pulao,Prepared Food,42
2026-03-12,1,Rice,Grains,41
2026-03-12,2,Chapati,Bakery,50
2026-03-12,3,Vegetable Curry,Cooked Food,37
2026-03-12,4,Dal,Cooked Food,28
2026-03-12,5,Bread,Bakery,39
2026-03-12,6,Milk,Dairy,45
2026-03-12,7,Curd,Dairy,31
2026-03-12,8,Pulao,Prepared Food,33
2026-03-13,1,Rice,Grains,45
2026-03-13,2,Chapati,Bakery,64
2026-03-13,3,Vegetable Curry,Cooked Food,37
2026-03-13,4,Dal,Cooked Food,25
2026-03-13,5,Bread,Bakery,41
2026-03-13,6,Milk,Dairy,51
2026-03-13,7,Curd,Dairy,28
2026-03-13,8,Pulao,Prepared Food,40
2026-03-14,1,Rice,Grains,54
2026-03-14,2,Chapati,Bakery,69
2026-03-14,3,Vegetable Curry,Cooked Food,34
2026-03-14,4,Dal,Cooked Food,34
2026-03-14,5,Bread,Bakery,52
2026-03-14,6,Milk,Dairy,50
2026-03-14,7,Curd,Dairy,42
2026-03-14,8,Pulao,Prepared Food,36
2026-03-15,1,Rice,Grains,63
2026-03-15,2,Chapati,Bakery,88
2026-03-15,3,Vegetable Curry,Cooked Food,46
2026-03-15,4,Dal,Cooked Food,48
2026-03-15,5,Bread,Bakery,63
2026-03-15,6,Milk,Dairy,68
2026-03-15,7,Curd,Dairy,38
2026-03-15,8,Pulao,Prepared Food,62
2026-03-16,1,Rice,Grains,45
2026-03-16,2,Chapati,Bakery,64
2026-03-16,3,Vegetable Curry,Cooked Food,44
2026-03-16,4,Dal,Cooked Food,27
2026-03-16,5,Bread,Bakery,45
2026-03-16,6,Milk,Dairy,55
2026-03-16,7,Curd,Dairy,38
2026-03-16,8,Pulao,Prepared Food,49
2026-03-17,1,Rice,Grains,52
2026-03-17,2,Chapati,Bakery,47
2026-03-17,3,Vegetable Curry,Cooked Food,40
2026-03-17,4,Dal,Cooked Food,26
2026-03-17,5,Bread,Bakery,46
2026-03-17,6,Milk,Dairy,59
2026-03-17,7,Curd,Dairy,30
2026-03-17,8,Pulao,Prepared Food,37
2026-03-18,1,Rice,Grains,52
2026-03-18,2,Chapati,Bakery,65
2026-03-18,3,Vegetable Curry,Cooked Food,40
2026-03-18,4,Dal,Cooked Food,34
2026-03-18,5,Bread,Bakery,32
2026-03-18,6,Milk,Dairy,51
2026-03-18,7,Curd,Dairy,26
2026-03-18,8,Pulao,Prepared Food,45
2026-03-19,1,Rice,Grains,41
2026-03-19,2,Chapati,Bakery,65
2026-03-19,3,Vegetable Curry,Cooked Food,35
2026-03-19,4,Dal,Cooked Food,29
2026-03-19,5,Bread,Bakery,47
2026-03-19,6,Milk,Dairy,57
2026-03-19,7,Curd,Dairy,31
2026-03-19,8,Pulao,Prepared Food,33
2026-03-20,1,Rice,Grains,38
2026-03-20,2,Chapati,Bakery,47
2026-03-20,3,Vegetable Curry,Cooked Food,34
2026-03-20,4,Dal,Cooked Food,27
2026-03-20,5,Bread,Bakery,34
2026-03-20,6,Milk,Dairy,54
2026-03-20,7,Curd,Dairy,35
2026-03-20,8,Pulao,Prepared Food,39
2026-03-21,1,Rice,Grains,59
2026-03-21,2,Chapati,Bakery,57
2026-03-21,3,Vegetable Curry,Cooked Food,47
2026-03-21,4,Dal,Cooked Food,41
2026-03-21,5,Bread,Bakery,54
2026-03-21,6,Milk,Dairy,60
2026-03-21,7,Curd,Dairy,32
2026-03-21,8,Pulao,Prepared Food,48
2026-03-22,1,Rice,Grains,54
2026-03-22,2,Chapati,Bakery,64
2026-03-22,3,Vegetable Curry,Cooked Food,44
2026-03-22,4,Dal,Cooked Food,37
2026-03-22,5,Bread,Bakery,49
2026-03-22,6,Milk,Dairy,61
2026-03-22,7,Curd,Dairy,48
2026-03-22,8,Pulao,Prepared Food,61
2026-03-23,1,Rice,Grains,45
2026-03-23,2,Chapati,Bakery,65
2026-03-23,3,Vegetable Curry,Cooked Food,30
2026-03-23,4,Dal,Cooked Food,35
2026-03-23,5,Bread,Bakery,47
2026-03-23,6,Milk,Dairy,45
2026-03-23,7,Curd,Dairy,29
2026-03-23,8,Pulao,Prepared Food,38
2026-03-24,1,Rice,Grains,43
2026-03-24,2,Chapati,Bakery,55
2026-03-24,3,Vegetable Curry,Cooked Food,40
2026-03-24,4,Dal,Cooked Food,32
2026-03-24,5,Bread,Bakery,36
2026-03-24,6,Milk,Dairy,42
2026-03-24,7,Curd,Dairy,37
2026-03-24,8,Pulao,Prepared Food,34
2026-03-25,1,Rice,Grains,47
2026-03-25,2,Chapati,Bakery,48
2026-03-25,3,Vegetable Curry,Cooked Food,29
2026-03-25,4,Dal,Cooked Food,25
2026-03-25,5,Bread,Bakery,43
2026-03-25,6,Milk,Dairy,52
2026-03-25,7,Curd,Dairy,30
2026-03-25,8,Pulao,Prepared Food,38
2026-03-26,1,Rice,Grains,44
2026-03-26,2,Chapati,Bakery,55
2026-03-26,3,Vegetable Curry,Cooked Food,37
2026-03-26,4,Dal,Cooked Food,26
2026-03-26,5,Bread,Bakery,35
2026-03-26,6,Milk,Dairy,55
2026-03-26,7,Curd,Dairy,36
2026-03-26,8,Pulao,Prepared Food,31
2026-03-27,1,Rice,Grains,44
2026-03-27,2,Chapati,Bakery,59
2026-03-27,3,Vegetable Curry,Cooked Food,29
2026-03-27,4,Dal,Cooked Food,30
2026-03-27,5,Bread,Bakery,32
2026-03-27,6,Milk,Dairy,50
2026-03-27,7,Curd,Dairy,32
2026-03-27,8,Pulao,Prepared Food,39
2026-03-28,1,Rice,Grains,46
2026-03-28,2,Chapati,Bakery,61
2026-03-28,3,Vegetable Curry,Cooked Food,42
2026-03-28,4,Dal,Cooked Food,30
2026-03-28,5,Bread,Bakery,42
2026-03-28,6,Milk,Dairy,61
2026-03-28,7,Curd,Dairy,32
2026-03-28,8,Pulao,Prepared Food,45
2026-03-29,1,Rice,Grains,69
2026-03-29,2,Chapati,Bakery,74
2026-03-29,3,Vegetable Curry,Cooked Food,48
2026-03-29,4,Dal,Cooked Food,40
2026-03-29,5,Bread,Bakery,45
2026-03-29,6,Milk,Dairy,67
2026-03-29,7,Curd,Dairy,49
2026-03-29,8,Pulao,Prepared Food,57
2026-03-30,1,Rice,Grains,47
2026-03-30,2,Chapati,Bakery,68
2026-03-30,3,Vegetable Curry,Cooked Food,42
2026-03-30,4,Dal,Cooked Food,34
2026-03-30,5,Bread,Bakery,35
2026-03-30,6,Milk,Dairy,51
2026-03-30,7,Curd,Dairy,29
2026-03-30,8,Pulao,Prepared Food,50
2026-03-31,1,Rice,Grains,52
2026-03-31,2,Chapati,Bakery,45
2026-03-31,3,Vegetable Curry,Cooked Food,41
2026-03-31,4,Dal,Cooked Food,24
2026-03-31,5,Bread,Bakery,38
2026-03-31,6,Milk,Dairy,55
2026-03-31,7,Curd,Dairy,35
2026-03-31,8,Pulao,Prepared Food,45
2026-04-01,1,Rice,Grains,47
2026-04-01,2,Chapati,Bakery,53
2026-04-01,3,Vegetable Curry,Cooked Food,41
2026-04-01,4,Dal,Cooked Food,28
2026-04-01,5,Bread,Bakery,45
